IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv
21.426,0.118,0.089,22.085,0.257,0.627,27.818,30.518,0.205,0.113,0.487,0.292,0.027,2.295,0.712,0.231
9.607,0.08,0.048,1.934,-0.42,-0.367,28.733,17.87,0.147,0.157,-0.913,0.114,-0.325,3.091,-0.593,0.837
25.32,0.169,0.127,27.402,-0.2,-0.169,39.678,27.725,0.18,0.219,-0.388,0.449,0.476,3.136,0.123,1.011
31.491,0.178,0.141,9.275,0.298,0.956,30.373,51.1185,0.29,0.273,0.003,0.173,-1.514,4.138,1.23,1.877
0.573,0.019,0.026,0.947,-2.247,-1.363,7.41,3.684,0.019,0.023,-1.4,0.129,-0.082,-5.094,-1.92,-0.296
5.523,0.048,0.061,7.057,-0.256,-0.76,7.169,7.558,0.049,0.081,-0.596,0.239,-0.138,-3.924,-0.372,-0.836
13.16,0.081,0.062,12.987,-0.093,0.21,27.062,16.678,0.112,0.133,-0.098,0.272,0.833,-0.901,-0.122,0.298
20.19,0.121,0.073,2.051,-0.309,0.006,34.306,60.729,0.16,0.2,-0.855,0.103,-0.45,4.193,0.974,1.908
30.638,0.227,0.161,18.307,0.436,0.92,29.948,23.269,0.323,0.288,0.25,0.289,-0.329,3.291,-0.057,0.844
21.5525,0.309,0.1445,17.479,0.694,0.124,10.81,4.077,0.395,0.265,0.895,0.531,-1.059,0.338,-1.727,-0.255
19.435,0.107,0.084,23.578,0.215,-0.48,40.631,13.959,0.129,0.121,0.19,0.358,1.702,-1.537,0.004,-0.281
19.087,0.118,0.114,21.666,-0.103,0.361,16.356,31.635,0.17,0.125,-0.283,0.389,-0.709,1.293,0.832,0.008
18.738,0.147,0.117,37.651,0.025,-0.182,11.961,6.522,0.256,0.195,0.927,0.378,-0.356,-0.29,-1.026,-0.11
5.626,0.055,0.045,8.084,-0.491,-0.665,18.569,4.787,0.048,0.103,-1.068,0.285,0.247,-0.442,-0.995,-0.446
12.213,0.097,0.071,21.195,-0.404,0.113,11.896,14.797,0.187,0.094,0.314,0.314,-0.584,0.119,-0.387,0.393
16.553,0.089,0.083,12.209,-0.136,1.07,14.24,26.2,0.095,0.155,-0.16,0.27,0.0295,1.324,0.532,0.18
16.95,0.123,0.112,21.94,-0.312,-0.041,12.651,27.386,0.143,0.158,0.529,0.281,-0.643,0.395,0.848,-1.083
7.328,0.052,0.048,7.658,-0.072,-1.371,26.341,3.398,0.059,0.104,-0.755,0.263,1.067,-4.237,-1.383,-0.495
4.264,0.031,0.029,1.773,-1.8255,-1.168,30.353,5.021,0.035,0.038,-1.233,0.164,1.324,-4.919,-1.094,-0.325
20.031,0.144,0.132,20.728,0.826,-0.234,15.039,3.276,0.188,0.174,0.299,0.311,0.39,-3.117,-1.195,-0.65
20.18,0.109,0.095,32.462,-0.751,-0.491,43.127,17.168,0.154,0.125,0.903,0.329,1.443,0.585,0.331,-0.75
30.01,0.181,0.149,33.422,0.602,0.754,37.253,5.439,0.245,0.211,0.572,0.4,0.588,2.416,-1.009,-0.305
23.156,0.121,0.116,4.955,0.686,-0.043,5.927,27.7935,0.123,0.196,-0.504,0.176,-0.706,-1.539,1.735,0.956
25.309,0.188,0.126,7.846,0.154,0.971,26.325,32.984,0.244,0.261,-0.377,0.227,-0.363,2.754,0.513,0.873
20.902,0.158,0.146,26.109,0.496,-0.425,17.312,5.458,0.19,0.162,0.213,0.381,-0.095,0.423,-0.646,-0.794
16.881,0.059,0.054,9.625,-0.35,-0.568,45.427,44.612,0.129,0.058,-0.346,0.253,2.003,-1.976,1.405,-0.536
9.37,0.049,0.054,4.016,-0.287,-0.107,25.959,22.594,0.033,0.089,-0.868,0.203,0.918,-1.965,0.622,-0.852
17.982,0.161,0.074,10.533,-0.623,-0.027,20.708,49.91,0.283,0.143,0.184,0.114,-0.951,2.329,0.962,1.394
10.533,0.055,0.062,6.724,-0.516,-0.648,35.346,16.181,0.04,0.087,-0.541,0.227,1.439,-1.754,0.353,-1.543
6.205,0.044,0.05,2.944,-0.441,-1.056,17.672,23.415,0.05,0.058,-0.804,0.159,0.412,-1.662,0.336,0.291
23.951500000000003,0.316,0.1175,21.872,1.41,0.811,15.12,25.19,0.379,0.343,1.465,0.56,-0.997,1.269,0.204,0.685
12.329,0.124,0.124,7.102,-0.383,-1.528,5.197,14.283,0.07,0.156,-0.588,0.239,-1.289,-1.133,0.101,-0.494
20.089,0.134,0.124,18.49,0.719,-0.665,24.74,11.928,0.189,0.166,0.149,0.308,0.398,0.533,-0.101,-0.42
23.55,0.14,0.129,9.051,0.234,0.96,13.343,44.943,0.185,0.17,-0.275,0.234,-0.621,0.531,1.286,0.133
13.58,0.081,0.082,12.142,0.411,-0.569,24.109,13.518,0.109,0.088,-0.337,0.29,0.833,-2.104,-0.07,-0.194
11.745,0.084,0.056,0.884,-0.734,0.71,19.992,29.326,0.092,0.186,-1.257,0.097,-0.57,1.871,-0.001,1.274
36.754,0.262,0.219,41.832,0.64,-0.08,38.208,6.523,0.295,0.281,0.872,0.428,0.926,1.447,-1.468,0.058
27.34,0.224,0.142,43.105,0.122,-0.175,15.907,31.993,0.306,0.286,1.318,0.342,-0.057,-0.048,0.809,0.132
20.905,0.152,0.112,21.598,0.343,0.407,26.976,6.438,0.205,0.239,0.367,0.31,-0.005,2.202,-0.585,-0.62
34.712,0.272,0.179,42.305,0.082,0.896,27.777,17.86,0.347,0.347,1.018,0.404,0.236,1.727,-0.203,0.514
6.113,0.07,0.052,5.237,-1.156,-1.152,17.016,17.718,0.084,0.112,-0.415,0.163,0.291,-1.153,-0.127,0.416
10.101,0.072,0.057,11.743,-0.527,-0.678,26.701,18.268,0.224,0.059,-0.181,0.266,0.929,-1.712,0.309,-0.368
17.599,0.154,0.087,20.28,-0.681,0.332,23.896,21.179,0.248,0.178,0.207,0.32,0.0,1.612,0.05,0.535
4.009,0.025,0.044,5.495,-1.321,-1.603,24.797,4.806,0.029,0.043,-0.625,0.212,0.966,-3.683,-0.633,-1.117
18.212,0.149,0.106,4.653,0.171,-0.041,33.657,10.325,0.212,0.178,-0.792,0.211,0.578,1.77,-0.706,0.171
38.107,0.262,0.182,53.459,0.661,1.211,16.261,21.17,0.333,0.348,0.773,0.526,-0.572,1.116,0.403,-0.162
31.948,0.241,0.142,38.036,0.759,0.043,24.029,37.643,0.37,0.365,1.015,0.363,-1.429,3.061,0.698,0.929
25.234,0.208,0.153,35.64,0.363,-0.128,11.669,19.16,0.279,0.261,0.57,0.42,-0.948,0.476,0.426,-0.684
37.744,0.248,0.207,20.1275,0.952,-0.17,10.495,25.753,0.336,0.278,1.54,0.493,-1.0,0.22,0.491,0.22
17.375,0.119,0.111,30.23,0.259,-0.211,8.41,13.091,0.177,0.117,0.488,0.382,-0.208,-2.073,-0.302,0.111
13.692,0.097,0.083,6.458,0.052,-0.274,14.656,35.336,0.127,0.116,-0.676,0.236,-0.018,-0.526,0.055,1.722
17.475,0.103,0.099,27.885,0.454,-0.332,14.057,20.872,0.119,0.119,0.293,0.387,-0.217,-0.076,0.402,-0.207
14.512,0.103,0.088,18.367,-0.492,-1.132,28.121,21.67,0.168,0.11,0.073,0.317,0.971,-1.467,0.59,-0.949
31.48,0.196,0.162,25.227,0.322,1.262,24.769,30.716,0.177,0.233,0.302,0.36,0.043,1.68,0.686,0.316
11.771,0.112,0.076,17.376,0.11,-1.002,11.471,9.083,0.151,0.137,-0.158,0.334,-0.277,-0.638,-0.291,-0.599
27.501,0.18,0.11,29.917,0.089,0.938,37.017,18.076,0.279,0.189,0.797,0.324,0.651,2.153,-0.153,0.479
22.719,0.189,0.117,13.953,-0.02,0.274,26.359,32.835,0.278,0.217,-0.259,0.306,-1.226,3.397,0.657,0.59
12.419,0.072,0.083,4.358,0.177,0.363,10.627,24.137,0.043,0.128,-0.702,0.193,-0.198,-1.164,0.099,0.739
14.276,0.097,0.097,17.526,0.298,-0.214,6.061,16.507,0.14,0.099,0.126,0.3,-0.934,-1.123,0.25,-0.524
19.297,0.134,0.117,25.645,0.352,0.024,17.263,13.706,0.181,0.14,0.421,0.345,0.229,-0.743,0.119,-0.723
32.233,0.218,0.142,21.872,-0.063,1.316,31.053,39.565,0.25,0.242,0.157,0.345,-0.2804999999999999,4.266,0.709,1.074
20.187,0.192,0.098,8.726,-0.782,0.452,25.437,35.451,0.332,0.149,-0.06,0.178,-0.971,3.137,0.711,0.723
6.822,0.06,0.065,5.498,-1.235,-0.944,24.875,7.836,0.104,0.051,-0.662,0.216,0.444,0.377,-0.67,-0.203
24.985,0.142,0.09,13.94,-0.213,1.114,40.988,31.328,0.17,0.29,-0.089,0.284,-0.597,5.157,0.198,1.204
16.9,0.123,0.083,2.929,-0.186,0.401,27.996,32.833,0.204,0.206,-0.958,0.181,-0.769,3.438,0.423,1.005
12.746,0.08,0.096,23.193,-0.261,-1.061,22.652,7.606,0.095,0.097,0.057,0.371,0.655,-1.359,-0.387,-0.766
8.579,0.068,0.054,4.619,-0.423,-0.914,32.564,3.671,0.096,0.089,-0.673,0.196,1.287,-1.844,-0.932,-0.843
9.828,0.076,0.056,21.792,-0.88,0.16,10.218,14.781,0.147,0.072,0.223,0.335,-0.533,-0.42,-0.451,0.454
30.394,0.282,0.16,20.659,0.057,0.258,34.918,18.678,0.416,0.378,0.271,0.315,-0.903,4.608,-0.518,0.858
42.009,0.305,0.219,46.122,1.361,0.766,12.069,20.093,0.292,0.1505,0.515,0.509,-0.947,0.561,-0.084,0.595
11.621,0.096,0.109,5.264,0.402,-0.931,8.638,3.323,0.11,0.152,-0.608,0.204,-0.088,-2.797,-0.919,-1.017
6.167,0.012,0.012,1.195,-1.357,-0.982,39.581,6.923,0.02,0.017,-1.106,0.096,1.77,-2.965,-1.406,0.096
23.807,0.174,0.119,34.074,-0.106,0.75,23.544,13.423,0.27,0.133,0.649,0.394,-0.307,2.159,-0.189,-0.002
24.335,0.163,0.167,23.031,-0.061,0.399,32.663,4.05,0.185,0.178,0.293,0.338,0.764,0.882,-1.186,-0.459
10.704,0.075,0.072,5.901,-0.45,0.023,17.759,26.386,0.066,0.113,-1.239,0.258,0.128,-0.172,0.346,0.572
31.674,0.213,0.178,46.829,0.59,0.434,21.851,17.393,0.321,0.207,1.124,0.423,-0.374,1.959,-0.699,0.857
10.613,0.082,0.057,2.152,-1.021,0.327,25.408,23.152,0.134,0.131,-0.833,0.105,-0.296,2.507,-0.262,1.033
26.273,0.161,0.13,39.646,-0.25,-0.435,23.695,5.63,0.224,0.174,0.82,0.417,1.353,1.924,-0.777,-0.503
5.375,0.049,0.054,2.019,-0.209,-0.763,1.118,16.119,0.047,0.077,-1.128,0.165,-1.741,-3.172,0.035,-0.009
11.029,0.053,0.064,17.513,-0.233,-0.096,29.216,5.086,0.05,0.104,-0.048,0.324,0.981,-1.132,-0.711,-0.769
6.39,0.056,0.046,11.471,-0.845,-0.711,22.212,7.055,0.068,0.093,-0.192,0.263,0.477,-0.489,-0.349,-1.164
6.911,0.069,0.053,10.605,-0.513,-0.34,13.345,7.283,0.113,0.103,-0.356,0.27,-0.099,-0.625,-0.469,-0.635
40.771,0.261,0.205,44.535,1.245,-0.063,24.602,46.673,0.302,0.393,1.042,0.419,-0.381,2.492,1.254,0.427
21.987,0.093,0.069,14.628,-0.145,1.219,41.499,24.543,0.131,0.125,0.047,0.273,1.833,-2.364,0.596,-0.238
22.729,0.157,0.091,16.977,-0.66,0.019,41.675,39.495,0.211,0.298,0.295,0.261,-0.135,4.807,0.973,0.494
14.394,0.067,0.058,20.833,-0.133,0.634,17.419,29.94,0.084,0.105,0.235,0.322,-0.148,0.583,0.791,-0.09
8.372,0.093,0.068,5.278,-0.509,-0.355,3.956,16.607,0.096,0.116,-0.468,0.179,-1.181,-1.707,0.302,-0.748
17.997,0.113,0.126,19.321,0.229,-0.102,13.308,23.681,0.135,0.13,-0.515,0.383,-0.788,0.711,0.148,0.635
23.023,0.214,0.139,38.46,0.059,-0.243,14.034,7.409,0.304,0.23,1.315,0.288,-0.629,0.698,-0.475,-0.586
32.475,0.244,0.12,28.111,0.248,0.985,38.165,28.006,0.309,0.1595,0.461,0.364,-0.518,4.781,0.135,1.019
32.225,0.255,0.178,45.507,0.486,-0.032,9.091,35.149,0.325,0.306,1.133,0.409,-0.726,-0.433,0.903,0.218
46.822,0.301,0.248,50.982,0.926,1.152,7.515,45.935,0.425,0.242,0.99,0.482,-1.057,-0.547,1.153,0.639
22.329,0.086,0.068,11.648,-0.832,-0.98,26.754,28.324,0.107,0.096,-0.066,0.246,0.5615,-0.902,0.902,-1.881
15.096,0.106,0.088,27.138,-0.669,-0.115,23.813,14.466,0.16,0.158,0.717,0.308,0.073,1.416,0.046,-0.291
11.025,0.076,0.065,8.216,-0.715,0.354,12.359,31.5,0.108,0.08,-0.141,0.188,-0.81,0.517,0.801,0.089
19.99,0.174,0.129,28.211,-0.185,-0.047,11.276,18.577,0.288,0.155,0.526,0.355,-0.064,-1.492,0.194,-0.003
12.024,0.075,0.079,14.475,0.048,-0.584,23.191,12.379,0.077,0.112,-0.319,0.317,0.769,-2.004,-0.425,0.163
15.501,0.136,0.118,25.266,-0.21,-1.207,18.156,2.694,0.149,0.166,0.657,0.298,0.345,-1.053,-1.092,-0.973
8.2,0.062,0.042,12.334,-1.252,-0.545,29.705,10.438,0.094,0.082,0.215,0.188,1.169,-2.28,-2.338,0.553
42.762,0.304,0.197,54.13,0.112,1.153,18.569,50.678,0.458,0.203,1.468,0.413,-0.776,1.802,1.248,0.814
18.86,0.133,0.134,28.277,0.221,-1.061,19.21,10.891,0.208,0.125,0.544,0.353,0.152,0.121,-0.104,-0.671
22.949,0.191,0.155,20.905,0.539,-1.436,26.932,4.596,0.215,0.232,0.179,0.332,0.464,0.773,-2.221,-0.122
27.192,0.178,0.166,44.241,0.482,0.14,17.422,15.027,0.237,0.175,1.232,0.375,-0.096,0.453,0.168,-0.561
5.953,0.049,0.068,6.279,-0.488,-1.57,20.144,2.43,0.056,0.08,-0.74,0.238,0.639,-2.423,-1.076,-1.144
13.002,0.081,0.081,6.525,-0.451,0.517,10.928,34.024,0.069,0.145,-0.516,0.219,-1.111,0.401,0.777,0.443
7.264,0.035,0.055,1.516,-0.305,0.531,20.078,3.229,0.039,0.04,-1.193,0.147,0.741,-6.179,-1.609,-0.447
25.621,0.176,0.119,31.518,0.468,1.128,9.183,17.544,0.273,0.197,0.964,0.303,-0.999,-0.119,-0.045,0.286
32.236,0.248,0.202,26.793,0.657,0.086,26.469,20.591,0.303,0.265,0.208,0.388,-0.822,3.223,0.243,0.156
6.346,0.023,0.048,1.376,-1.086,-1.107,29.1,20.709,0.032,0.025,-1.433,0.16,1.219,-3.583,0.592,-1.916
8.164,0.053,0.044,9.273,-1.074,0.57,19.398,11.605,0.078,0.072,-0.399,0.255,0.54,-1.88,-0.148,-0.373
14.037,0.094,0.114,11.098,0.292,-1.294,21.755,8.754,0.06,0.142,-0.693,0.306,0.772,-3.049,-0.37,-0.492
6.365,0.049,0.047,15.543,-0.383,-0.791,16.564,5.519,0.066,0.071,-0.156,0.313,0.299,-1.368,-0.557,-1.018
9.798,0.088,0.06,10.76,-0.642,-0.246,19.608,17.387,0.124,0.126,-0.155,0.246,0.04,0.581,0.05,0.133
8.366,0.051,0.074,3.854,-0.959,-0.694,33.098,2.021,0.055,0.051,-1.003,0.21,1.086,-0.478,-1.604,-0.779
19.106,0.142,0.107,34.253,-0.08,0.051,22.729,7.113,0.219,0.142,0.928,0.343,0.276,0.522,-0.315,-1.36
32.317,0.214,0.197,43.574,1.0,-0.516,22.985,15.198,0.344,0.17,0.87,0.443,0.539,-0.553,0.029,-0.129
48.815,0.289,0.234,38.87,0.49,1.989,21.452,61.04,0.37,0.335,0.656,0.436,-0.104,1.36,1.441,1.163
6.253,0.043,0.062,16.17,-0.8,-0.537,12.114,6.593,0.053,0.058,0.146,0.278,0.214,-3.238,-0.594,-0.558
31.406,0.213,0.17,21.939,1.145,0.732,20.378,21.048,0.266,0.268,0.159,0.345,-0.093,1.11,0.084,0.475
19.115,0.169,0.111,13.285,-0.601,0.272,25.244,24.115,0.206,0.199,0.032,0.254,-0.757,2.973,0.154,0.659
10.131,0.075,0.057,9.684,-0.887,0.659,13.151,17.765,0.1,0.105,-0.315,0.251,-0.555,0.39,0.306,-0.457
15.641,0.13,0.09,13.946,0.012,0.042,22.789,12.471,0.162,0.186,-0.136,0.291,0.184,0.861,-0.431,0.181
9.281,0.06,0.056,12.216,-0.528,-0.33,24.604,15.415,0.069,0.087,0.07,0.228,0.654,-0.685,0.152,-0.412
8.287,0.074,0.049,16.314,-0.592,-0.852,19.284,12.728,0.11,0.118,0.348,0.236,0.551,-2.024,-1.02,0.59
37.162,0.243,0.196,29.568,1.522,0.863,10.353,26.214,0.291,0.281,0.688,0.341,-1.272,0.337,0.517,0.216
28.472,0.13,0.118,27.433,-0.007,0.294,25.1485,35.561,0.132,0.163,0.68,0.319,0.678,-1.671,1.178,-1.488
21.317,0.156,0.135,29.273,0.599,-0.121,16.311,5.261,0.176,0.248,0.342,0.395,0.05,-0.278,-1.271,-0.183
31.952,0.223,0.149,31.985,0.493,0.31,12.352,60.158,0.322,0.156,0.802,0.345,-1.119,0.736,1.629,0.587
10.462,0.05,0.051,4.253,-1.264,-1.161,42.139,21.799,0.06,0.071,-0.826,0.205,1.788,-1.652,0.642,-1.884
11.33,0.067,0.092,17.354,0.016,-0.463,9.43,13.744,0.05,0.101,-0.14,0.332,-0.131,-1.98,0.12,-0.717
29.886,0.225,0.177,24.627,1.034,0.216,18.719,16.546,0.29,0.241,0.397,0.339,-0.074,0.69,-0.194,0.373
21.786,0.158,0.1315,22.376,1.875,0.493,24.754,51.413,0.188,0.195,0.263,0.473,-0.971,3.028,1.315,0.708
26.027,0.159,0.122,35.215,0.156,0.886,29.413,14.496,0.182,0.243,0.844,0.37,0.037,2.563,-0.001,-0.18
7.363,0.056,0.056,15.629,-1.035,-0.858,23.517,6.87,0.059,0.097,-0.035,0.299,0.646,-0.977,-0.405,-0.988
15.117,0.081,0.063,19.271,-0.563,-0.171,38.921,18.613,0.109,0.112,0.502,0.246,1.46,-0.599,0.462,-1.2
5.934,0.04,0.055,2.627,-0.988,-1.994,30.843,4.733,0.041,0.035,-1.124,0.186,1.308,-3.363,-0.541,-2.081
10.856,0.101,0.084,6.09,0.229,-0.587,16.481,1.29,0.163,0.108,-0.612,0.223,0.396,-2.114,-2.104,-0.903
16.022,0.117,0.085,24.939,-0.603,0.138,7.913,35.532,0.165,0.124,0.265,0.362,-0.563,-1.083,1.029,-0.145
15.036,0.326,0.108,22.605,1.735,0.199,12.71,32.499,0.213,0.38,-0.045,0.376,-0.136,-0.699,0.811,0.184
31.541,0.164,0.097,13.434,0.235,1.0915,41.471,31.701,0.285,0.4,-0.038,0.269,-0.832,5.316,-0.248,1.725
26.038,0.138,0.114,43.392,-0.149,-0.32,44.498,21.629,0.212,0.109,1.13,0.389,1.79,-0.799,0.624,-1.443
12.539,0.098,0.08,21.441,-0.768,-0.877,19.509,22.619,0.149,0.092,0.544,0.27,-0.12,0.976,0.64,-1.017
9.519,0.075,0.076,10.637,0.088,-1.315,14.633,10.772,0.061,0.09,-0.714,0.301,0.25,-1.867,-0.757,0.262
10.645,0.075,0.07,12.198,-0.718,0.352,13.698,19.6,0.115,0.084,-0.176,0.272,-0.434,0.322,0.107,0.291
5.891,0.04,0.039,4.65,-0.958,0.335,14.114,14.939,0.037,0.053,-0.653,0.195,0.142,-1.395,0.136,-0.466
9.298,0.066,0.058,4.644,-0.436,-1.069,32.11,12.856,0.103,0.069,-0.705,0.201,1.063,-0.645,0.044,-0.648
34.502,0.183,0.197,16.249,1.061,1.107,21.375,39.195,0.224,0.186,0.071,0.291,0.291,0.132,1.246,-0.679
20.762,0.099,0.106,6.475,0.666,1.066,3.086,37.198,0.108,0.164,-0.409,0.202,-0.87,-2.686,1.071,-0.07
21.931,0.133,0.094,12.601,0.012,0.708,34.107,31.821,0.197,0.248,-0.29,0.291,-0.584,4.288,0.368,1.008
13.599,0.113,0.093,7.112,-0.715,0.028,18.942,27.498,0.098,0.18,-0.647,0.245,-0.655,1.757,0.459,0.473
10.713,0.084,0.071,13.585,-0.802,0.179,6.636,24.403,0.118,0.129,-0.144,0.287,-0.292,-2.705,0.449,0.159
8.192,0.072,0.085,3.795,-0.244,-0.9865,20.426,3.582,0.049,0.1,-0.953,0.205,0.712,-3.316,-0.78,-1.294
17.184,0.117,0.114,30.228,-0.09,0.308,14.48,4.585,0.126,0.158,0.717,0.343,-0.068,-0.404,-1.375,-0.256
3.775,0.038,0.049,4.175,-0.624,-1.411,9.306,12.684,0.056,0.044,-0.772,0.197,0.029,-3.564,0.032,-0.654
34.048,0.204,0.161,33.032,0.435,1.336,15.966,45.166,0.268,0.222,0.808,0.355,-0.488,0.93,1.018,0.9
16.255,0.127,0.113,16.796,0.031,0.071,17.376,10.146,0.224,0.124,-0.186,0.331,0.54,-3.36,-0.585,0.05
10.01,0.083,0.06,6.58,0.39,-0.016,14.539,3.378,0.088,0.172,-0.871,0.253,0.236,-1.813,-2.32,-0.329
25.023,0.204,0.167,30.1,0.584,0.051,12.025,6.289,0.238,0.287,0.181,0.422,-1.108,0.655,-0.896,-0.241
12.563,0.109,0.082,14.776,-0.704,0.339,11.28,16.398,0.164,0.1,0.261,0.231,-0.541,-0.112,0.004,0.079
46.328,0.116,0.239,47.545,1.29,0.825,10.805,24.76,0.1155,0.331,1.412,0.364,-1.51,0.516,0.457,0.183
10.72,0.081,0.079,8.812,-0.833,0.461,8.823,19.357,0.088,0.127,-0.335,0.238,-0.338,-1.35,0.268,-0.057
6.01,0.058,0.04,7.886,-1.608,-0.299,23.188,7.338,0.098,0.074,-0.242,0.204,0.582,-0.721,-0.341,-1.054
16.021,0.1,0.103,15.473,-0.218,-0.712,33.164,14.777,0.108,0.11,-0.236,0.321,1.017,-0.113,0.028,-0.194
10.331,0.055,0.062,5.315,0.47,-0.996,20.803,20.709,0.058,0.089,-0.949,0.236,0.469,-0.872,0.503,-0.661
22.166,0.154,0.137,23.201,0.809,-0.142,18.081,10.756,0.135,0.205,0.047,0.373,0.195,-0.337,-0.465,0.005
16.975,0.077,0.055,3.288,-0.631,1.074,33.06,38.61,0.109,0.17,-0.662,0.142,0.384,2.283,0.214,1.802
19.539,0.14,0.125,16.293,0.206,0.267,9.994,28.911,0.173,0.174,0.068,0.292,-0.276,-1.127,0.278,0.899
9.452,0.052,0.065,7.931,-0.166,0.519,14.982,9.608,0.058,0.086,-0.877,0.274,0.437,-4.624,-0.879,0.205
7.528,0.079,0.057,10.467,-1.29,-0.343,14.352,14.326,0.093,0.134,-0.327,0.265,-0.219,0.014,-0.09,-0.03
39.145,0.272,0.188,43.09,0.714,0.488,31.34,38.652,0.36,0.302,0.755,0.458,-0.628,3.895,1.025,0.275
6.588,0.083,0.072,4.622,-0.381,-1.553,10.686,3.694,0.092,0.105,-0.792,0.21,0.021,-2.224,-0.864,-0.958
19.059,0.172,0.088,7.89,-0.436,0.443,30.181,25.771,0.241,0.276,-0.539,0.247,-0.243,3.195,0.457,0.298
10.878,0.067,0.058,4.917,-1.011,-0.501,26.275,39.097,0.074,0.08,-0.808,0.218,0.945,-2.074,1.239,-0.655
18.423,0.149,0.123,18.997,0.343,-0.174,4.064,19.27,0.199,0.195,0.102,0.321,-0.632,-2.795,0.214,0.048
11.727,0.092,0.089,27.277,-0.392,-1.368,5.596,12.209,0.088,0.118,0.442,0.359,-0.724,-1.636,0.082,-1.106
17.649,0.024,0.024,8.58,0.949,0.498,14.89,61.992,0.056,0.124,0.039,0.091,-1.013,1.236,1.4,1.344
12.79,0.077,0.065,17.731,-0.906,0.001,29.576,20.108,0.085,0.102,0.173,0.294,1.121,-1.992,0.559,-1.625
2.982,0.037,0.041,1.925,-1.974,-0.424,18.278,1.769,0.045,0.025,-1.596,0.186,0.547,-2.591,-1.411,-1.0
6.373,0.05,0.066,3.82,-0.117,-1.207,19.909,2.165,0.061,0.091,-0.965,0.207,0.728,-5.298,-1.949,-0.636
9.941,0.082,0.066,1.86,-0.044,-0.903,25.464,14.123,0.098,0.131,-1.021,0.141,0.079,1.722,-0.516,0.441
8.438,0.056,0.063,11.231,-0.448,0.152,4.11,17.899,0.074,0.089,-0.204,0.261,-0.44,-4.651,-0.127,0.435
13.502,0.094,0.052,3.899,-0.459,0.175,26.56,39.268,0.139,0.149,-0.585,0.152,-0.862,3.263,0.794,0.873
36.527,0.218,0.192,12.595,1.242,1.185,19.926,42.391,0.381,0.259,-0.09,0.265,-0.417,1.656,1.33,-0.492
18.014,0.094,0.089,23.138,-0.462,1.121,25.221,7.43,0.123,0.12,-0.13,0.39,0.711,-0.796,-1.123,0.062
29.641,0.204,0.144,42.19,0.66,0.496,27.795,9.977,0.296,0.225,1.191,0.364,0.104,2.096,-0.489,-0.072
22.537,0.204,0.122,23.45,-0.217,0.625,22.368,11.542,0.295,0.308,-0.127,0.393,-0.091,1.528,-0.232,-0.21
8.594,0.063,0.056,7.692,-0.559,-0.271,29.393,2.072,0.086,0.125,-0.616,0.252,0.834,-0.214,-1.585,-0.771
29.608,0.178,0.174,32.238,0.162,1.287,19.95,15.57,0.189,0.213,0.063,0.453,-0.537,1.821,0.026,-0.068
11.095,0.065,0.083,7.985,0.291,-0.345,18.042,11.921,0.053,0.115,-0.913,0.277,0.623,-5.368,-1.677,0.656
22.395,0.164,0.117,28.233,-0.237,0.735,24.973,13.59,0.206,0.248,0.232,0.399,0.087,1.608,-0.331,0.203
23.445,0.106,0.088,20.655,-0.131,-1.941,43.766,55.573,0.147,0.097,0.325,0.306,1.819,-1.234,1.844,-1.945
20.226,0.138,0.104,6.689,0.756,0.481,17.663,27.763,0.195,0.177,-0.67,0.24,0.191,-0.447,0.813,-0.612
13.991,0.056,0.045,13.006,-1.181,-1.35,45.622,34.995,0.059,0.064,0.084,0.239,0.324,-3.175,1.149,-1.315
20.345,0.146,0.128,40.687,1.843,1.012,8.721,23.935,0.374,0.372,0.922,0.408,-0.075,0.057,0.57,-0.245
18.768,0.158,0.126,26.0,0.205,-1.724,21.874,6.026,0.208,0.161,0.721,0.292,0.768,-2.859,-0.517,-0.924
15.426,0.114,0.073,8.785,-0.818,0.988,25.114,15.095,0.144,0.16,-0.739,0.278,-0.726,2.926,-0.556,0.563
30.309,0.164,0.175,30.531,1.161,-0.718,2.877,51.376,0.201,0.165,0.905,0.306,-1.116,-2.321,1.665,-1.057
11.143,0.097,0.083,15.453,-0.571,-0.331,15.622,12.466,0.115,0.164,-0.1,0.306,0.076,-0.575,-0.475,0.227
4.222,0.049,0.06,1.633,-1.775,-0.979,20.269,4.141,0.045,0.043,-1.786,0.181,0.446,-0.907,-1.273,-0.387
27.992,0.192,0.145,33.564,0.508,0.447,18.188,33.18,0.223,0.264,0.658,0.387,-0.349,1.189,0.866,0.098
15.675,0.09,0.101,18.072,0.506,-1.36,29.07,1.275,0.104,0.101,-0.294,0.354,0.721,0.228,-1.403,-1.301
18.002,0.148,0.085,16.368,0.429,-0.563,21.979,26.322,0.237,0.185,0.388,0.226,-0.025,1.277,0.575,0.089
21.904,0.17,0.067,3.943,-0.089,0.968,25.258,49.037,0.3285,0.286,-0.483,0.097,-0.794,3.006,0.599,2.078
6.037,0.055,0.056,10.564,-0.583,-1.088,12.522,12.385,0.051,0.087,-0.581,0.291,-0.691,0.423,-0.286,-0.002
